무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
95,경기도,군포시,시도,13번,광정로,02,경기도 군포시 광정로 25-4,경기도 군포시 금정동 898,37.3561367,126.9324918,양문교회삼거리(후면),02,50,,,경기남부경찰청,031-888-3207,2025-06-25
97,경기도,군포시,시도,14번,이당로,02,경기도 군포시 이당로 107,경기도 군포시 당정동 990-8,37.3446801,126.9575834,카네이션요양원(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
98,경기도,군포시,시도,104번,엘에스로,01,경기도 군포시 엘에스로 143,경기도 군포시 금정동 784,37.3725196,126.9438192,금정역 1번출구 맞은편(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
99,경기도,군포시,시도,104번,엘에스로,02,경기도 군포시 엘에스로 143,경기도 군포시 금정동 784,37.3719567,126.9440176,금정역 1번출구(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
101,경기도,군포시,시도,40번,공단로,02,경기도 군포시 공단로 100,경기도 군포시 당정동 492-8,37.3535083,126.9497722,군포역 2번출구 맞은편(후면),02,50,,,경기남부경찰청,031-888-3207,2025-06-25
102,경기도,군포시,시도,38번,금당로,01,경기도 군포시 금당로 17번길 9,경기도 군포시 당동 830,37.3490569,126.9405776,신산본이편한세상(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
104,경기도,군포시,시도,14번,이당로,01,경기도 군포시 이당로 152,경기도 군포시 당정동 573-2,37.3481068,126.9580838,당정중학교 앞(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
105,경기도,군포시,시도,14번,이당로,02,경기도 군포시 한세로 78번길 17,경기도 군포시 당정동 994-5,37.3484009,126.9578238,당정중학교 맞은편(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
106,경기도,군포시,시도,38번,금당로,01,경기도 군포시 금당로 82,경기도 군포시 당동 826,37.359683,126.9419845,당동1공영주차장 맞은편(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
107,경기도,군포시,시도,38번,금당로,02,경기도 군포시 금당로 69번길 2,경기도 군포시 당동 826-1,37.3537244,126.9411297,당동1공영주차장(후면),02,30,,,경기남부경찰청,031-888-3207,2025-06-25
108,경기도,군포시,일반국도,47번,송부로,01,경기도 군포시 송부로 33번길 3-13,경기도 군포시 도마교동 470,37.315121,126.9163244,송부동입구(후면),02,50,,,경기남부경찰청,031-888-3207,2025-06-25
G6954,경기도,군포시,일반국도,47,군포로,1,경기도 군포시 대야1로 1,경기도 군포시 대야미동 664-8,37.3264014,126.9192311,대야미삼거리(군포시보건소→안산),2,60,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
H7694,경기도,군포시,기타,,고산로,3,경기도 군포시 고산로 248,경기도 군포시 당동 888,37.34599501,126.944584,(금당터널-&amp;gt;의왕),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0849,경기도,군포시,시도,,산본로386번길,3,경기도 군포시 산본로386번길 60,경기도 군포시 산본동 209번지,37.36882301,126.934013,산본초교 정문 앞 어린이보호구역(광정초교→산본2동우체국),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8816,경기도,군포시,시도,,고산로,3,,경기도 군포시 산본동 1063-1,37.36697201,126.932869,백합어린이공원 앞 사거리 어린이보호구역(산본초교)(군포시보훈회관→곡란중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8817,경기도,군포시,시도,,산본로386번길,3,경기도 군포시 산본로386번길 5-20,경기도 군포시 산본동 1092-2,37.36562501,126.931418,광정초교 앞 어린이보호구역(산본초교→산본로),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
78,경기도,군포시,시도,41번,고산로,02,경기도 군포시 고산로151번길 26-24,경기도 군포시 당정동 971-9,37.347466,126.955514,당정초교 앞 삼거리,01,30,,,경기남부경찰청,031-888-3207,2025-06-25
79,경기도,군포시,일반국도,47번,군포로,01,경기도 군포시 군포로 567,경기도 군포시 당동 747,37.356552,126.947031,약초약국 앞,02,50,,,경기남부경찰청,031-888-3207,2025-06-25
80,경기도,군포시,시도,12번,산본천로,01,경기도 군포시 산본천로 214,경기도 군포시 산본동 238,37.370424,126.939927,나이키매장 앞,02,50,,,경기남부경찰청,031-888-3207,2025-06-25
81,경기도,군포시,일반국도,47번,군포로,02,경기도 군포시 용호2로10,경기도 군포시 당동 977,37.342881,126.938972,용호사거리,02,50,,,경기남부경찰청,031-888-3207,2025-06-25
82,경기도,군포시,시도,3번,산본로,01,경기도 군포시 산본로 207,경기도 군포시 당동 743,37.355451,126.944915,당말지하차도사거리,02,50,,,경기남부경찰청,031-888-3207,2025-06-25
H8901,경기도,군포시,시도,,수리산로,3,경기도 군포시 수리산로 191,경기도 군포시 산본동 1149-2,37.36464601,126.921162,궁내초교 앞 어린이보호구역(남부기술교육원→수리중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H9900,경기도,군포시,시도,,금정로,3,경기도 군포시 금정로39번길 1,경기도 군포시 금정동 729번지,37.36605901,126.940998,금정초교 후문 앞 어린이보호구역(금정동행정복지센터교차로→스마트호텔삼거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7656,경기도,군포시,기타,,산본로,3,,경기도 군포시 당동 743,37.3553733,126.9451318,당말지하차도사거리(산본역→의왕),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7657,경기도,군포시,일반국도,47,군포로,3,경기도 군포시 군포로 568,경기도 군포시 당동 747-34번지,37.3568033,126.9472701,약초약국 맞은편(군포시장→금정고가),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7658,경기도,군포시,일반국도,47,군포로,3,경기도 군포시 용호1로 3,경기도 군포시 당동 977-3,37.3428207,126.9388103,용호사거리(군포초교→군포보건소),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H7659,경기도,군포시,기타,,산본천로,3,,경기도 군포시 산본동 238,37.3706023,126.9402067,나이키매장 앞(산본시장→금정역),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
H5683,경기도,군포시,시도,,삼성로,3,,경기도 군포시 부곡동 1206,37.3387207,126.9322697,군포신기초교 후문 앞 어린이보호구역(삼성녹화터널→삼성마을사거리),2,30,2,2022,경기도남부경찰청,031-888-3952,2025-03-28
J0835,경기도,군포시,시도,,곡란로,3,경기도 군포시 고산로677번길 24-42,경기도 군포시 산본동 1058번지,37.3745575,126.9329574,곡란초교 앞 삼거리 어린이보호구역(산본매화주공14단지→곡란중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0836,경기도,군포시,시도,,고산로,3,경기도 군포시 고산로 695,경기도 군포시 산본동 1060번지,37.3720458,126.9354645,산본사거리(산본고가→산본2동행정복지센터),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0837,경기도,군포시,시도,,고산로,3,,경기도 군포시 산본동 75-91,37.3760225,126.9399615,산본고가 옆길 어린이보호구역(관모초교)(산본고가삼거리→산본2동행정복지센터),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0839,경기도,군포시,시도,,금산로,3,경기도 군포시 금산로 31,경기도 군포시 금정동 706-7,37.36555901,126.939893,금정동행정복지센터교차로 어린이보호구역(금정초교)(산본시장사거리→군포역),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0840,경기도,군포시,시도,,금정로,3,경기도 군포시 금정로 41,경기도 군포시 금정동 727-3,37.36590201,126.940712,금정초교 후문 앞 어린이보호구역(스마트호텔삼거리→금정동행정복지센터),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0842,경기도,군포시,시도,,금산로,3,경기도 군포시 금정로42번길 17,경기도 군포시 금정동 704-2,37.36528301,126.939901,금정동행정복지센터교차로 어린이보호구역(금정초교)(군포역→산본시장사거리),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0843,경기도,군포시,시도,,수리산로,3,경기도 군포시 수리산로 191,경기도 군포시 산본동 1149-2,37.36482201,126.921157,궁내초교 맞은편 어린이보호구역(수리중학교→남부기술교육원),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
69,경기도,군포시,시도,63번,당산로,01,경기도 군포시 금정로 40,경기도 군포시 금정동 794,37.367267,126.941229,금정초교 앞 사거리,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
71,경기도,군포시,시도,29번,수리산로,01,경기도 군포시 수리산로 125,경기도 군포시 산본동 1226,37.359541,126.918145,수리초교삼거리,01,30,,,경기남부경찰청,031-888-3207,2025-06-25
72,경기도,군포시,시도,122번,용호2로,01,경기도 군포시 용호2로54번길 12,경기도 군포시 당동 890,37.344281,126.945821,옥천초교 정문,01,30,,,경기남부경찰청,031-888-3207,2025-06-25
J0467,경기도,군포시,시도,,수리산로,3,경기도 군포시 수리산로 125,경기도 군포시 산본동 1150-1,37.35939901,126.917875,수리초교삼거리 어린이보호구역(수리중학교→수리고교),1,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
43,경기도,군포시,시도,200번,고산로,02,경기도 군포시 고산로 677번길,경기도 군포시 산본동 1163,37.373601,126.933008,산본동 1163 곡란초교 앞,01,30,,,경기남부경찰청,031-888-3207,2025-06-25
45,경기도,군포시,시도,223번,대야2로,02,경기도 군포시 대야2로 148,경기도 군포시 대야미동 220-4,37.329837,126.915464,대야미동 626-2 군포대야초교 정문 앞,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
46,경기도,군포시,시도,7번,고산로,01,경기도 군포시 번영로 407,경기도 군포시 산본동 1153,37.355172,126.925942,산본동 1229 철쭉동산 앞,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
47,경기도,군포시,시도,32번,오금로,02,경기도 군포시 오금로 131,경기도 군포시 금정동 850-1,37.3592401,126.941011,금정동 891 군포양정초교 앞,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
49,경기도,군포시,시도,7번,고산로,02,경기도 군포시 고산로 542,경기도 군포시 산본동 1146-18,37.361789,126.923581,산본동 1146-19 둔전초교 삼거리,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
50,경기도,군포시,시도,42번,호수로,02,경기도 군포시 호수로 305-14,경기도 군포시 둔대동 219,37.326112,126.9120201,둔대동 252-1 둔대초교입구 삼거리,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
75,경기도,군포시,시도,108번,산본로,01,경기도 군포시 산본로386번길 60,경기도 군포시 산본동 209,37.368932,126.933977,산본초교 정문 건너편,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
76,경기도,군포시,시도,108번,산본로,02,경기도 군포시 산본로386번길 60,경기도 군포시 산본동 209,37.368793,126.933983,산본초교 정문 앞,02,30,,,경기남부경찰청,031-888-3207,2025-06-25
H8883,경기도,군포시,시도,,오금로,3,,경기도 군포시 금정동 891,37.35870701,126.940218,군포양정초교 앞 어린이보호구역(금정제일공원→금정중학교),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
14,경기도,군포시,시도,6번,번영로,02,경기도 군포시 금재로 2,경기도 군포시 금정동 744-6,37.362422,126.9414301,금정동 743-5 신환사거리,02,50,,,경기남부경찰청,031-888-3207,2025-06-25
15,경기도,군포시,시도,9번,번영로,02,경기도 군포시 번영로 492,경기도 군포시 금정동 873-4,37.357116,126.932038,산본동 산본역 서부사거리,02,50,,,경기남부경찰청,031-888-3207,2025-06-25
J0892,경기도,군포시,시도,,대야2로,1,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7,37.34435601,126.945616,군포대야초교 정문 앞 어린이보호구역(대야미역→대야미성당),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0893,경기도,군포시,시도,,호수로,2,,경기도 군포시 둔대동 249-2,37.32623601,126.911863,둔대초교 입구 삼거리 어린이보호구역(대야미역→반월호수공원),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
J0894,경기도,군포시,시도,,송부로,2,,경기도 군포시 부곡동 1155,37.32179501,126.940919,부곡중앙초교 앞 삼거리 어린이보호구역(군포중앙중학교→의왕역),2,30,2,2023,경기도남부경찰청,031-888-3952,2025-03-28
H8831,경기도,군포시,시도,,산본천로,3,,경기도 군포시 산본동 1175,37.36190801,126.931699,중앙공원사거리(산본시장사거리→한숲사거리),2,50,99,2023,경기도남부경찰청,031-888-3952,2025-03-28
G2667,경기도,군포시,기타,,산본천로,3,경기도 군포시 광정로 80,경기도 군포시 산본동 1123-5번지,37.36039201,126.929276,(산본동 1123-5) 한숲사거리,2,50,99,2019,경기도남부경찰청,031-888-3952,2025-03-28
G2668,경기도,군포시,기타,,번영로,3,경기도 군포시 번영로 598,경기도 군포시 금정동 743-5번지,37.3624661,126.9416292,(금정동 743-5) 신환사거리,2,50,99,2019,경기도남부경찰청,031-888-3952,2025-03-28
G0986,경기도,군포시,기타,,군포로,1,경기도 군포시 군포로 750,경기도 군포시 금정동 613번지,37.37255101,126.942881,(금정동 687) 금정역삼거리,2,60,99,2018,경기도남부경찰청,031-888-3952,2025-03-28
G2329,경기도,군포시,기타,,번영로,1,경기도 군포시 번영로 492,경기도 군포시 금정동 873-4번지,37.35701601,126.931957,(금정동 873-4) 산본역서부사거리,2,50,99,2018,경기도남부경찰청,031-888-3952,2025-03-28
G0891,경기도,군포시,시도,,산본천로,2,,경기도 군포시 산본동 1053,37.3666847,126.9329613,백합어린이공원 앞 교차로 어린이보호구역(산본초교)(능안공원-&amp;gt;한얼공원),2,30,2,2018,경기도남부경찰청,031-888-3952,2025-03-28
G1031,경기도,군포시,시도,,번영로,3,,경기도 군포시 부곡동 737-9,37.32996011,126.929015,남군포IC 앞 사거리(군포보건소-&amp;gt;부곡화물터미널),2,60,99,2018,경기도남부경찰청,031-888-3952,2025-03-28
G6955,경기도,군포시,시도,,산본로,1,,경기도 군포시 산본동 1101-2,37.36768601,126.9270739,산본성당사거리(산본IC→군포시청),2,50,99,2021,경기도남부경찰청,031-888-3952,2025-03-28
